_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,enter_the_reasoning_for_your_decision,select_the_most_visually_appealing_design,orig__golden,answer_golden,enter_the_reasoning_for_your_decision_gold,id,select_the_most_visually_appealing_design_gold,url_img1,url_img2
940260562,4/25/2016 23:33:32,false,1968730981,,4/25/2016 23:29:21,false,neodev,0.6133,16889920,PRT,22,Viseu,89.154.151.205,design,img_1,,,,2,,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
940260562,4/25/2016 23:33:36,false,1968731009,,4/25/2016 23:29:02,false,elite,0.5333,35435541,TUR,34,Istanbul,85.102.167.175,second looks more beautiful,img_2,,,,2,,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
940260562,4/25/2016 23:34:11,false,1968731188,,4/25/2016 23:28:14,false,instagc,0.4941,36099574,BIH,01,Zenica,5.43.75.245,first is hardly readble,img_2,,,,2,,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
940260562,4/25/2016 23:59:11,false,1968737988,,4/25/2016 23:58:27,false,neodev,0.6067,36666548,SRB,00,Belgrade,93.87.234.84,Font,img_1,,,,2,,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
940260562,4/26/2016 00:00:15,false,1968738342,,4/25/2016 23:58:24,false,elite,0.5681,36216661,SRB,00,Nis,178.223.151.56,clear,img_2,,,,2,,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
940260562,4/26/2016 00:00:26,false,1968738357,,4/25/2016 23:59:18,false,clixsense,0.5631,32175836,PER,15,Lima,179.7.84.68,is the best,img_1,,,,2,,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
940260563,4/25/2016 23:26:02,false,1968728334,,4/25/2016 23:25:35,false,neodev,0.795,31787148,MEX,14,Zapopan,189.169.6.109,wqed,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:26:47,false,1968728588,,4/25/2016 23:26:15,false,clixsense,0.5755,19484033,PHL,D9,Makati,119.92.172.162,good image,img_1,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:27:09,false,1968728722,,4/25/2016 23:26:50,false,clixsense,0.5886,36759610,ESP,56,Reus,88.24.67.70,Is more cool,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:27:28,false,1968728852,,4/25/2016 23:26:35,false,neodev,0.5488,32091580,BRA,07,Brasília,177.235.173.204,Is Bether,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:27:52,false,1968728976,,4/25/2016 23:27:12,false,personaly,0.5542,33663352,ARG,01,Mar Del Plata,181.168.213.227,i like it,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:28:02,false,1968729094,,4/25/2016 23:27:22,false,neodev,0.5716,37225358,MKD,41,Skopje,77.28.162.102,better,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:28:11,false,1968729214,,4/25/2016 23:27:25,false,elite,0.5506,35275754,SRB,02,Novi Sad,24.135.242.179,I like the logo more,img_1,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:28:21,false,1968729296,,4/25/2016 23:27:22,false,neodev,0.6006,32887999,GRC,"","",85.73.78.65,i like more,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:29:36,false,1968729756,,4/25/2016 23:27:10,false,instagc,0.5895,36851940,CAN,"","",104.205.183.120,Good design,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:29:39,false,1968729781,,4/25/2016 23:27:24,false,neodev,0.5168,12216479,PRT,04,Esposende,144.64.59.201,modern,img_1,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:29:40,false,1968729794,,4/25/2016 23:27:52,false,elite,0.5681,36216661,SRB,00,Nis,178.220.226.250,looks better,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:29:50,false,1968729857,,4/25/2016 23:28:01,false,clixsense,0.5301,37008384,ITA,07,Rome,87.18.221.220,i like it more,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:30:52,false,1968730186,,4/25/2016 23:26:59,false,neodev,0.5333,20659243,PHL,53,Cainta,110.44.102.2,colorful and more  bold,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:32:10,false,1968730574,,4/25/2016 23:26:51,false,clixsense,0.5077,33384371,VEN,25,Caracas,190.79.247.200,More colorful and colored,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:33:12,false,1968730851,,4/25/2016 23:30:26,false,neodev,0.4667,33270561,IND,19,Bangalore,117.192.225.219,Simple,img_1,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:38:06,false,1968732484,,4/25/2016 23:27:44,false,clixsense,0.5375,30960064,IND,13,Trivandrum,117.221.180.25,looks good,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:58:04,false,1968737640,,4/25/2016 23:57:36,false,clixsense,0.5426,31842759,PHL,"","",49.147.188.198,perfect image,img_1,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:58:26,false,1968737759,,4/25/2016 23:57:19,false,neodev,0.6067,36666548,SRB,00,Belgrade,93.87.234.84,Better logo,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/25/2016 23:58:53,false,1968737893,,4/25/2016 23:58:04,false,clixsense,0.5631,32175836,PER,15,Lima,179.7.84.68,is the best,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260563,4/26/2016 00:01:31,false,1968738681,,4/25/2016 23:59:43,false,neodev,0.6061,33854160,ROU,34,Suceava,79.112.166.64,better quallity,img_2,,,,3,,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
940260564,4/25/2016 23:21:53,false,1968726905,,4/25/2016 23:21:00,false,personaly,0.5542,33663352,ARG,01,Mar Del Plata,181.168.213.227,i like it,img_1,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:23:17,false,1968727395,,4/25/2016 23:21:16,false,clixsense,0.5586,32840614,DZA,"","",105.108.123.197,Broken image,img_2,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:24:13,false,1968727697,,4/25/2016 23:22:33,false,neodev,0.6,32527620,TTO,02,Couva,190.83.209.133,nice,img_1,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:24:32,false,1968727826,,4/25/2016 23:24:10,false,neodev,0.5488,32091580,BRA,07,Brasília,177.235.173.204,Is Bether,img_2,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:24:36,false,1968727835,,4/25/2016 23:22:50,false,neodev,0.5163,36077263,VEN,25,Caracas,186.94.204.154,b bngn,img_1,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:24:57,false,1968727931,,4/25/2016 23:22:36,false,clixsense,0.5755,19484033,PHL,D9,Makati,119.92.172.162,clear image,img_2,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:25:02,false,1968727963,,4/25/2016 23:22:58,false,clixsense,0.5886,36759610,ESP,56,Reus,88.24.67.70,Is more cool,img_2,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:26:22,false,1968728397,,4/25/2016 23:22:55,false,gifthunterclub,0.6239,33101474,ROU,09,Brasov,188.27.49.57,better quality,img_2,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:28:10,false,1968729198,,4/25/2016 23:22:02,false,elite,0.5778,37275192,SRB,00,Belgrade,109.92.158.52,Cleaner is a different picture.,img_2,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:36:20,false,1968731883,,4/25/2016 23:20:38,false,hiving,0.3556,36806798,ITA,12,Turin,151.60.159.248,I prefer the rounded and 3D font.,img_1,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:51:42,false,1968736077,,4/25/2016 23:49:50,false,neodev,0.6067,36666548,SRB,00,Belgrade,93.87.234.84,Nice,img_2,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:52:18,false,1968736199,,4/25/2016 23:51:58,false,neodev,0.5754,35002805,VNM,44,Hanoi,115.76.186.79,2,img_2,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:52:28,false,1968736234,,4/25/2016 23:50:54,false,clixsense,0.5426,31842759,PHL,"","",49.147.188.198,perfect image,img_1,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:53:11,false,1968736397,,4/25/2016 23:52:44,false,elite,0.5668,37328891,BIH,02,Doboj,31.223.135.152,too good,img_2,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:53:51,false,1968736557,,4/25/2016 23:51:03,false,clixsense,0.48,35814459,GRC,35,Athens,80.107.149.248,It seems nicer,img_1,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:54:10,false,1968736614,,4/25/2016 23:52:51,false,clixsense,0.5631,32175836,PER,15,Lima,179.7.84.68,is the best,img_1,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:54:20,false,1968736679,,4/25/2016 23:52:03,false,elite,0.5681,36216661,SRB,00,Nis,178.223.151.56,looks better,img_2,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/25/2016 23:56:39,false,1968737283,,4/25/2016 23:53:03,false,clixsense,0.5222,33827460,VEN,25,Caracas,190.201.140.81,buena,img_1,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/26/2016 00:25:42,false,1968745363,,4/26/2016 00:19:34,false,clixsense,0.5199,27122921,PHL,D9,Pinagbuhatan,121.54.54.165,not blurry,img_1,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260564,4/26/2016 00:52:46,false,1968757088,,4/26/2016 00:52:14,false,clixsense,0.5272,35273096,BRA,18,Curitiba,189.34.64.171,most beautiful,img_2,,,,4,,https://www.evernote.com/l/AEpClZcz_eNIVoxKv0bLWMC-bNJUrjHR46w,https://www.evernote.com/l/AErHNO4u3UVBvYlTr4TvmzEY7L5HJh1Tr-A
940260565,4/25/2016 23:21:53,false,1968726913,,4/25/2016 23:21:00,false,personaly,0.5542,33663352,ARG,01,Mar Del Plata,181.168.213.227,is the best,img_1,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:23:17,false,1968727393,,4/25/2016 23:21:16,false,clixsense,0.5586,32840614,DZA,"","",105.108.123.197,Broken image,img_1,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:24:13,false,1968727696,,4/25/2016 23:22:33,false,neodev,0.6,32527620,TTO,02,Couva,190.83.209.133,very nice pic,img_2,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:24:32,false,1968727815,,4/25/2016 23:24:10,false,neodev,0.5488,32091580,BRA,07,Brasília,177.235.173.204,Is Bether,img_1,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:24:36,false,1968727838,,4/25/2016 23:22:50,false,neodev,0.5163,36077263,VEN,25,Caracas,186.94.204.154,ggngngngn,img_2,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:24:57,false,1968727943,,4/25/2016 23:22:36,false,clixsense,0.5755,19484033,PHL,D9,Makati,119.92.172.162,nice logo,img_2,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:25:02,false,1968727966,,4/25/2016 23:22:58,false,clixsense,0.5886,36759610,ESP,56,Reus,88.24.67.70,Is more cool,img_2,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:26:22,false,1968728399,,4/25/2016 23:22:55,false,gifthunterclub,0.6239,33101474,ROU,09,Brasov,188.27.49.57,better quality and cool design,img_2,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:28:10,false,1968729197,,4/25/2016 23:22:02,false,elite,0.5778,37275192,SRB,00,Belgrade,109.92.158.52,Striking the second image.,img_2,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:36:20,false,1968731878,,4/25/2016 23:20:38,false,hiving,0.3556,36806798,ITA,12,Turin,151.60.159.248,"The first is simpler and more sober, plus I don't like the flashy blue of the second one.",img_1,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:51:42,false,1968736079,,4/25/2016 23:49:50,false,neodev,0.6067,36666548,SRB,00,Belgrade,93.87.234.84,Like it better,img_2,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:52:18,false,1968736198,,4/25/2016 23:51:58,false,neodev,0.5754,35002805,VNM,44,Hanoi,115.76.186.79,1,img_1,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:52:28,false,1968736236,,4/25/2016 23:50:54,false,clixsense,0.5426,31842759,PHL,"","",49.147.188.198,perfect image,img_1,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:53:11,false,1968736396,,4/25/2016 23:52:44,false,elite,0.5668,37328891,BIH,02,Doboj,31.223.135.152,too good,img_1,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:53:51,false,1968736558,,4/25/2016 23:51:03,false,clixsense,0.48,35814459,GRC,35,Athens,80.107.149.248,I like it more,img_2,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:54:10,false,1968736616,,4/25/2016 23:52:51,false,clixsense,0.5631,32175836,PER,15,Lima,179.7.84.68,is the best,img_2,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:54:20,false,1968736680,,4/25/2016 23:52:03,false,elite,0.5681,36216661,SRB,00,Nis,178.223.151.56,clear,img_2,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/25/2016 23:56:39,false,1968737270,,4/25/2016 23:53:03,false,clixsense,0.5222,33827460,VEN,25,Caracas,190.201.140.81,interesante,img_2,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/26/2016 00:25:42,false,1968745358,,4/26/2016 00:19:34,false,clixsense,0.5199,27122921,PHL,D9,Pinagbuhatan,121.54.54.165,not blurry,img_1,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260565,4/26/2016 00:52:46,false,1968757084,,4/26/2016 00:52:14,false,clixsense,0.5272,35273096,BRA,18,Curitiba,189.34.64.171,most beautiful,img_1,,,,5,,https://www.evernote.com/l/AEqV4z0CSO1PsrIx_Dkcfi3sELYzd-lr-oc,https://www.evernote.com/l/AEpeXJ5S4eJOapwaMWo-JKGmXTrvOfzYQlA
940260566,4/25/2016 23:25:16,false,1968728088,,4/25/2016 23:25:00,false,neodev,0.795,31787148,MEX,14,Zapopan,189.169.6.109,we,img_1,,,,6,,https://www.evernote.com/l/AEoKrWA2uU5DYZB-RariC7OPRTxW9XOHe60,https://www.evernote.com/l/AEotdGcNmI1LZIXe26jvfvw3trSfi71n0ys
940260566,4/25/2016 23:25:28,false,1968728149,,4/25/2016 23:24:29,false,neodev,0.5754,35002805,VNM,44,Hanoi,115.76.186.79,1,img_1,,,,6,,https://www.evernote.com/l/AEoKrWA2uU5DYZB-RariC7OPRTxW9XOHe60,https://www.evernote.com/l/AEotdGcNmI1LZIXe26jvfvw3trSfi71n0ys
940260566,4/25/2016 23:25:49,false,1968728223,,4/25/2016 23:24:59,false,clixsense,0.5755,19484033,PHL,D9,Makati,119.92.172.162,good image,img_1,,,,6,,https://www.evernote.com/l/AEoKrWA2uU5DYZB-RariC7OPRTxW9XOHe60,https://www.evernote.com/l/AEotdGcNmI1LZIXe26jvfvw3trSfi71n0ys
940260566,4/25/2016 23:26:00,false,1968728324,,4/25/2016 23:24:33,false,neodev,0.5488,32091580,BRA,07,Brasília,177.235.173.204,Is Bether,img_2,,,,6,,https://www.evernote.com/l/AEoKrWA2uU5DYZB-RariC7OPRTxW9XOHe60,https://www.evernote.com/l/AEotdGcNmI1LZIXe26jvfvw3trSfi71n0ys
940260566,4/25/2016 23:26:23,false,1968728417,,4/25/2016 23:25:03,false,clixsense,0.5886,36759610,ESP,56,Reus,88.24.67.70,Is more cool,img_2,,,,6,,https://www.evernote.com/l/AEoKrWA2uU5DYZB-RariC7OPRTxW9XOHe60,https://www.evernote.com/l/AEotdGcNmI1LZIXe26jvfvw3trSfi71n0ys
