_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,best_design,comments_on_design_1,comments_on_design_2,_golden,better_gold,better_gold_reason,description,id,url_img1,url_img2
945897157,5/4/2016 12:49:59,1975816803,5/4/2016 12:48:41,false,clixsense,0.6364,6574449,USA,NY,Buffalo,216.216.68.85,img_1,nice,misspelled,TRUE,img_1,The second image shown had a typo.,Which of these two poster designs would look better as a motivational graphic?,0,http://i.imgur.com/AD3DgWB.jpg,http://i.imgur.com/lYoObRX.jpg
945897157,5/4/2016 13:00:42,1975822051,5/4/2016 12:54:16,false,prodege,0.35,22387641,USA,PA,Jeannette,208.94.42.131,not_found,None Shown,None Shown,TRUE,img_1,The second image shown had a typo.,Which of these two poster designs would look better as a motivational graphic?,0,http://i.imgur.com/AD3DgWB.jpg,http://i.imgur.com/lYoObRX.jpg
945897157,5/4/2016 13:03:13,1975822941,5/4/2016 12:57:50,false,fusioncash,0.6615,35242242,USA,KY,Owensboro,76.92.82.111,img_1,it looks fine,it looks fine,TRUE,img_1,The second image shown had a typo.,Which of these two poster designs would look better as a motivational graphic?,0,http://i.imgur.com/AD3DgWB.jpg,http://i.imgur.com/lYoObRX.jpg
945897157,5/4/2016 13:06:26,1975824217,5/4/2016 13:03:52,false,prodege,0.5143,32850083,GBR,L9,Sheffield,92.239.198.197,img_1,They're both exactly the same image except for the typo,They're both exactly the same image except for the typo,TRUE,img_1,The second image shown had a typo.,Which of these two poster designs would look better as a motivational graphic?,0,http://i.imgur.com/AD3DgWB.jpg,http://i.imgur.com/lYoObRX.jpg
945897157,5/4/2016 13:38:45,1975839203,5/4/2016 13:35:47,false,prodege,0.5733,6228981,USA,"","",205.166.145.254,img_1,"""Time"" is spelled incorrectly in the other one.","""Time"" is spelled incorrectly in this one.",TRUE,img_1,The second image shown had a typo.,Which of these two poster designs would look better as a motivational graphic?,0,http://i.imgur.com/AD3DgWB.jpg,http://i.imgur.com/lYoObRX.jpg
945897157,5/4/2016 14:30:14,1975879551,5/4/2016 14:17:11,false,clixsense,0.575,6334612,USA,OH,Cleveland,108.73.107.59,img_1,this poster has a better color definance. nothing needs to be improved on .,this poster i can clearly see that the coloring needs some improvement done . the coloring needs to be brighter .,TRUE,img_1,The second image shown had a typo.,Which of these two poster designs would look better as a motivational graphic?,0,http://i.imgur.com/AD3DgWB.jpg,http://i.imgur.com/lYoObRX.jpg
945897157,5/4/2016 14:33:04,1975881956,5/4/2016 14:24:36,false,neodev,0.6,34915826,USA,MD,Hyattsville,66.87.80.164,img_1,"It looks fine, it looks like something from a professional company.","Misspelling is bad. Tiem grabs at my attention but not in a good way, like someone accidentally breaking merchandise loudly.",TRUE,img_1,The second image shown had a typo.,Which of these two poster designs would look better as a motivational graphic?,0,http://i.imgur.com/AD3DgWB.jpg,http://i.imgur.com/lYoObRX.jpg
945897157,5/4/2016 15:18:56,1975927116,5/4/2016 15:15:41,false,prodege,0.5111,7853767,USA,PA,Glenside,73.188.139.117,img_1,I like this one,the spelling needs to be corrected,TRUE,img_1,The second image shown had a typo.,Which of these two poster designs would look better as a motivational graphic?,0,http://i.imgur.com/AD3DgWB.jpg,http://i.imgur.com/lYoObRX.jpg
945897157,5/4/2016 15:42:21,1975945766,5/4/2016 15:39:55,false,neodev,0.5895,31613324,USA,IL,Mchenry,24.12.122.13,img_1,nice,spelled wrong,TRUE,img_1,The second image shown had a typo.,Which of these two poster designs would look better as a motivational graphic?,0,http://i.imgur.com/AD3DgWB.jpg,http://i.imgur.com/lYoObRX.jpg
945897157,5/4/2016 16:22:39,1975985116,5/4/2016 16:17:21,false,neodev,0.39,37401269,USA,OR,Boardman,52.38.86.41,img_2,I feel I have a little more brightness,the difference does not change much or can not get to see it but I'll take option 2,TRUE,img_1,The second image shown had a typo.,Which of these two poster designs would look better as a motivational graphic?,0,http://i.imgur.com/AD3DgWB.jpg,http://i.imgur.com/lYoObRX.jpg
945897158,5/4/2016 08:57:24,1975716337,5/4/2016 08:53:04,false,prodege,1.0,36448777,USA,MD,Towson,69.250.26.166,img_1,This one looks elegant. It would be more elegant with a gold font.,This one could be more elegant.,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 09:20:45,1975725821,5/4/2016 09:18:26,false,prodege,0.7,18123036,GBR,I2,Manchester,95.172.232.40,img_2,The font is hard to read,The font is better but the flowers almost look dead,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 09:30:37,1975730035,5/4/2016 09:17:10,false,neodev,0.6667,11295497,GBR,Q1,Wallasey,79.69.108.119,img_2,"The green behind the font is confusing.  The colour combination makes for difficult reading.  If you want this to be read at a distance, it might not work very well",Clear and concise.  The wording is recognisable and can be seen easily at a distance,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 10:00:36,1975743077,5/4/2016 09:53:47,false,instagc,0.7,21088425,USA,MI,Battle Creek,107.140.176.37,img_2,Too much green shading in the font makes it ugly. Flowers are good though.,The font is easy to read but the flowers need to be moved down behind the letters and not floating above them.,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 10:22:28,1975751164,5/4/2016 10:09:27,false,elite,0.68,30000442,GBR,B7,Bristol,82.33.185.181,img_1,This font is stylish and colors used in the text are perfect combination.,Font is not stylish and very dull look.,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 11:13:00,1975769405,5/4/2016 11:01:37,false,instagc,0.7333,18386513,USA,TN,Knoxville,98.70.108.186,img_2,This design has too much of the green background behind the writing.,"I like this one, Simple and stylish, although it could stand out a little more with some shadowing.","","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 11:31:20,1975777824,5/4/2016 11:28:04,false,fusioncash,0.7143,7012325,USA,CT,Stamford,74.88.59.238,img_1,pretty and pops of the page,a bit boring,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 12:06:41,1975794955,5/4/2016 12:03:04,false,elite,0.675,33969025,USA,NY,New York,162.243.220.109,img_2,its ok,its stylish,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 12:16:06,1975799882,5/4/2016 12:13:27,false,clixsense,0.7111,7074645,USA,WA,Kirkland,73.221.254.240,img_2,too hard to read,clean and simple,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 12:21:14,1975802611,5/4/2016 12:14:57,false,prodege,0.58,8178380,GBR,H9,London,92.5.67.67,img_2,The font could be easier to read. The colours go well together but the font is a little hard to read.,This design looks more clearer than Design 1. I don't feel that it needs any improvement.,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 12:49:59,1975816809,5/4/2016 12:48:41,false,clixsense,0.6364,6574449,USA,NY,Buffalo,216.216.68.85,img_1,make brighter,looks sad,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 13:00:42,1975822048,5/4/2016 12:54:16,false,prodege,0.35,22387641,USA,PA,Jeannette,208.94.42.131,img_1,I like the colors but the font is hard to read but more feminine than design 2.,"The font is easy to read. I like the red/green color scheme, but nothing about it the logo says ""dance group.""","","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 13:03:13,1975822938,5/4/2016 12:57:50,false,fusioncash,0.6615,35242242,USA,KY,Owensboro,76.92.82.111,img_1,"Maybe a better,easier way to read name",Not enough color. Slightly boring.,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 13:06:26,1975824219,5/4/2016 13:03:52,false,prodege,0.5143,32850083,GBR,L9,Sheffield,92.239.198.197,img_2,Too difficult to read at a glance,Much cleaner,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 13:38:45,1975839211,5/4/2016 13:35:47,false,prodege,0.5733,6228981,USA,"","",205.166.145.254,img_2,I can barely read the word aguonele here.,The name of the brand is clearly legible.  I like the font as well.,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 14:30:14,1975879537,5/4/2016 14:17:11,false,clixsense,0.575,6334612,USA,OH,Cleveland,108.73.107.59,img_2,this needs change in the color.....i would change the color of the green cant really read it.,i would not change any of it .....this one you can clearly read.,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 14:33:04,1975881964,5/4/2016 14:24:36,false,neodev,0.6,34915826,USA,MD,Hyattsville,66.87.80.164,img_2,"Looks good but it is kind of hard too read the text, likely due to the green outlining with red coloring.","It looks good but seems a little basic, it needs a bit more to catch my attention.","","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 15:18:56,1975927123,5/4/2016 15:15:41,false,prodege,0.5111,7853767,USA,PA,Glenside,73.188.139.117,img_1,better font,to plain,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 15:42:21,1975945764,5/4/2016 15:39:55,false,neodev,0.5895,31613324,USA,IL,Mchenry,24.12.122.13,img_1,looks getter,plain,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897158,5/4/2016 16:22:39,1975985111,5/4/2016 16:17:21,false,neodev,0.39,37401269,USA,OR,Boardman,52.38.86.41,img_2,is less bright image but it's pretty good,the colors are crisper is much more readable product and brand is easier to recognize,"","","",This is a logo for a dance group. Which is better?,112,http://oi63.tinypic.com/4sfuxu.jpg,http://oi64.tinypic.com/330bwbk.jpg
945897159,5/4/2016 08:57:24,1975716336,5/4/2016 08:53:04,false,prodege,1.0,36448777,USA,MD,Towson,69.250.26.166,img_2,I think it's dull. Bold colors would be more exciting.,"It's fine, but the color is a little dull.","","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 09:20:45,1975725811,5/4/2016 09:18:26,false,prodege,0.7,18123036,GBR,I2,Manchester,95.172.232.40,img_1,Simple and classic,A bit outdated and the 7 is difficult to read,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 09:30:37,1975730033,5/4/2016 09:17:10,false,neodev,0.6667,11295497,GBR,Q1,Wallasey,79.69.108.119,img_1,"Easy to see what it says, no fuss. Has a great impact, and stands out well.  Simple colour combination which looks smart.","First you need to know I know nothing about basketball and I'm a Brit, so this is coming from the design only.  Compared to Design 1, I find this difficult to read and understand because the 7 is not clear.  The blue wave underneath made me think of water not basketball.  No offense intended, just saying what came to mind.","","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 10:00:36,1975743070,5/4/2016 09:53:47,false,instagc,0.7,21088425,USA,MI,Battle Creek,107.140.176.37,img_2,It looks to '70's' and not up to date,I like this. Modern and eye catching and the colors,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 10:22:28,1975751159,5/4/2016 10:09:27,false,elite,0.68,30000442,GBR,B7,Bristol,82.33.185.181,img_2,Font should be in bright colours. Here font color is not highlighted well as the color is mixed with the other part of the design.,This design is very stylish and attentive  and colours also are very bright.,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 11:13:00,1975769410,5/4/2016 11:01:37,false,instagc,0.7333,18386513,USA,TN,Knoxville,98.70.108.186,img_2,"This one is too plain, it doesn't really stand out or catch your eye.",I like this one but the colors could be a little brighter and I would make it look a little more 3-d-ish.,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 11:31:20,1975777820,5/4/2016 11:28:04,false,fusioncash,0.7143,7012325,USA,CT,Stamford,74.88.59.238,img_2,logo blends in to white background,logo pops out on the page,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 12:06:41,1975794953,5/4/2016 12:03:04,false,elite,0.675,33969025,USA,NY,New York,162.243.220.109,img_1,nice one,its cool,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 12:16:06,1975799883,5/4/2016 12:13:27,false,clixsense,0.7111,7074645,USA,WA,Kirkland,73.221.254.240,img_1,yes,no,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 12:21:14,1975802613,5/4/2016 12:14:57,false,prodege,0.58,8178380,GBR,H9,London,92.5.67.67,img_1,This logo is quite simple and easy to recognise.,I'm not too impressed by this type of font. I would prefer that it was clearer like the previous design.,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 12:49:59,1975816815,5/4/2016 12:48:41,false,clixsense,0.6364,6574449,USA,NY,Buffalo,216.216.68.85,img_1,retro,90's,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 13:00:42,1975822047,5/4/2016 12:54:16,false,prodege,0.35,22387641,USA,PA,Jeannette,208.94.42.131,img_2,"This design feels ""old school"" to me, like maybe it was the logo from the 1970's. I like the red/white/blue as Philadelphia ""colonial"" colors.",I like the fancy / modern logo. I like the star behind the 7. I don't like the gold colors. I think it should be red/white/blue.,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 13:03:13,1975822935,5/4/2016 12:57:50,false,fusioncash,0.6615,35242242,USA,KY,Owensboro,76.92.82.111,img_2,"too plain, needs more color",looks fine like it is,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 13:06:26,1975824218,5/4/2016 13:03:52,false,prodege,0.5143,32850083,GBR,L9,Sheffield,92.239.198.197,img_1,More pleasing to the eye,Too busy,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 13:38:45,1975839207,5/4/2016 13:35:47,false,prodege,0.5733,6228981,USA,"","",205.166.145.254,img_1,I like this one.  It's more old school.,I like this one but the star in the 7 is distracting me from the basketball at the bottom right.,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 14:30:14,1975879536,5/4/2016 14:17:11,false,clixsense,0.575,6334612,USA,OH,Cleveland,108.73.107.59,img_2,this one is just plain. i would add some more color to it,change nothing of this design. the color is eye cathing....keep the same,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 14:33:04,1975881959,5/4/2016 14:24:36,false,neodev,0.6,34915826,USA,MD,Hyattsville,66.87.80.164,img_2,"Seems a bit boring, not attention catching enough.",Logo looks better with it being outline.,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 15:18:56,1975927115,5/4/2016 15:15:41,false,prodege,0.5111,7853767,USA,PA,Glenside,73.188.139.117,img_2,old school,more modern,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 15:42:21,1975945760,5/4/2016 15:39:55,false,neodev,0.5895,31613324,USA,IL,Mchenry,24.12.122.13,img_2,ok,looks better,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897159,5/4/2016 16:22:39,1975985114,5/4/2016 16:17:21,false,neodev,0.39,37401269,USA,OR,Boardman,52.38.86.41,img_1,I feel it is basketball and this is easier,I feel it is more opaque and less flashy,"","","",Which Philadelphia 76ers (NBA Basketball team) logo is better?,122,http://oi63.tinypic.com/2w4da2h.jpg,http://oi64.tinypic.com/2lmwaiu.jpg
945897160,5/4/2016 08:57:24,1975716335,5/4/2016 08:53:04,false,prodege,1.0,36448777,USA,MD,Towson,69.250.26.166,img_1,Looks generic.,Looks generic. And cheesy.,"","","",Penn Culture ,162,http://www.dolphin.upenn.edu/japan/pics/grouppic.png,http://www.dolphin.upenn.edu/gccupenn/images/header_MBA.jpg
945897160,5/4/2016 09:20:45,1975725810,5/4/2016 09:18:26,false,prodege,0.7,18123036,GBR,I2,Manchester,95.172.232.40,img_1,Needs to be lighter and cropped around the people,Too blurry,"","","",Penn Culture ,162,http://www.dolphin.upenn.edu/japan/pics/grouppic.png,http://www.dolphin.upenn.edu/gccupenn/images/header_MBA.jpg
945897160,5/4/2016 09:30:37,1975730038,5/4/2016 09:17:10,false,neodev,0.6667,11295497,GBR,Q1,Wallasey,79.69.108.119,img_2,"I have no idea what Penn Culture is - so cannot make a real contribution here.  The photograph is not very bright, nor is it very clear.","Again, no clue what Penn Culture is all about, so difficult to give an opinion about much.  This photograph is certainly brighter, but the faces are not very clear.","","","",Penn Culture ,162,http://www.dolphin.upenn.edu/japan/pics/grouppic.png,http://www.dolphin.upenn.edu/gccupenn/images/header_MBA.jpg
945897160,5/4/2016 10:00:36,1975743072,5/4/2016 09:53:47,false,instagc,0.7,21088425,USA,MI,Battle Creek,107.140.176.37,img_1,I like how it show a posed group but relaxed group at the same time. They look fun.,The reflection of the background distracts. Nice picture but too much red and too blurry.,"","","",Penn Culture ,162,http://www.dolphin.upenn.edu/japan/pics/grouppic.png,http://www.dolphin.upenn.edu/gccupenn/images/header_MBA.jpg
945897160,5/4/2016 10:22:28,1975751160,5/4/2016 10:09:27,false,elite,0.68,30000442,GBR,B7,Bristol,82.33.185.181,img_1,This design is funny and catches people's attention.,This design does n't look artistic and also not a close up shot.,"","","",Penn Culture ,162,http://www.dolphin.upenn.edu/japan/pics/grouppic.png,http://www.dolphin.upenn.edu/gccupenn/images/header_MBA.jpg
945897160,5/4/2016 11:13:00,1975769411,5/4/2016 11:01:37,false,instagc,0.7333,18386513,USA,TN,Knoxville,98.70.108.186,img_1,I like this one. The students look like they are having a good time and it's kind of impromptu. The image quality could be a lot better...too dark and a little blurry.,"This one is not very good at all. It looks posed, room is too dark, glare from the lights and very blurry.","","","",Penn Culture ,162,http://www.dolphin.upenn.edu/japan/pics/grouppic.png,http://www.dolphin.upenn.edu/gccupenn/images/header_MBA.jpg
945897160,5/4/2016 11:31:20,1975777825,5/4/2016 11:28:04,false,fusioncash,0.7143,7012325,USA,CT,Stamford,74.88.59.238,img_1,"like it - funny, not too busy",nice but can't see faces very well and too much reflective light in background-very busy,"","","",Penn Culture ,162,http://www.dolphin.upenn.edu/japan/pics/grouppic.png,http://www.dolphin.upenn.edu/gccupenn/images/header_MBA.jpg
945897160,5/4/2016 12:06:41,1975794957,5/4/2016 12:03:04,false,elite,0.675,33969025,USA,NY,New York,162.243.220.109,img_1,its modern,boring,"","","",Penn Culture ,162,http://www.dolphin.upenn.edu/japan/pics/grouppic.png,http://www.dolphin.upenn.edu/gccupenn/images/header_MBA.jpg
945897160,5/4/2016 12:16:06,1975799879,5/4/2016 12:13:27,false,clixsense,0.7111,7074645,USA,WA,Kirkland,73.221.254.240,img_1,fun,boring,"","","",Penn Culture ,162,http://www.dolphin.upenn.edu/japan/pics/grouppic.png,http://www.dolphin.upenn.edu/gccupenn/images/header_MBA.jpg
945897160,5/4/2016 12:21:14,1975802612,5/4/2016 12:14:57,false,prodege,0.58,8178380,GBR,H9,London,92.5.67.67,not_found,It could be taken at a better angle where the faces look clearer.,This is an okay looking picture but it's very hard to see people's faces in here.,"","","",Penn Culture ,162,http://www.dolphin.upenn.edu/japan/pics/grouppic.png,http://www.dolphin.upenn.edu/gccupenn/images/header_MBA.jpg
945897160,5/4/2016 12:49:59,1975816807,5/4/2016 12:48:41,false,clixsense,0.6364,6574449,USA,NY,Buffalo,216.216.68.85,img_1,too weird,too stiff,"","","",Penn Culture ,162,http://www.dolphin.upenn.edu/japan/pics/grouppic.png,http://www.dolphin.upenn.edu/gccupenn/images/header_MBA.jpg
945897160,5/4/2016 13:00:42,1975822050,5/4/2016 12:54:16,false,prodege,0.35,22387641,USA,PA,Jeannette,208.94.42.131,img_2,Makes it seem like only Asians go to Penn. Also all same age group.,"Love the family feel, more diversity than picture 1. Seems real, nice to have Philadelphia flyer logo in picture too, shows where its at.","","","",Penn Culture ,162,http://www.dolphin.upenn.edu/japan/pics/grouppic.png,http://www.dolphin.upenn.edu/gccupenn/images/header_MBA.jpg
945897160,5/4/2016 13:03:13,1975822933,5/4/2016 12:57:50,false,fusioncash,0.6615,35242242,USA,KY,Owensboro,76.92.82.111,img_1,Needs more light.,Too many people.,"","","",Penn Culture ,162,http://www.dolphin.upenn.edu/japan/pics/grouppic.png,http://www.dolphin.upenn.edu/gccupenn/images/header_MBA.jpg
